D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_06_831.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_06_831.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_06_831.jpg,0,0,0,7.81E-05
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_06_949.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_06_949.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_06_949.jpg,0,0,0,8.05E-05
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_07_063.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_07_063.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_07_063.jpg,0,0,0,7.88E-05
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_07_178.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_07_178.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_07_178.jpg,0,0,0,7.85E-05
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_07_291.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_07_291.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_07_291.jpg,0,0,0,7.88E-05
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_07_407.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_07_407.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_07_407.jpg,0,0,0,8.13E-05
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_07_520.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_07_520.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_07_520.jpg,0,0,0,7.80E-05
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_07_635.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_07_635.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_07_635.jpg,0,0,0,8.20E-05
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_07_751.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_07_751.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_07_751.jpg,0,0,0,7.79E-05
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_07_867.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_07_867.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_07_867.jpg,0,0,0,7.96E-05
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_07_982.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_07_982.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_07_982.jpg,0,0,0,7.89E-05
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_08_098.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_08_098.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_08_098.jpg,0,0.1021011,0,0.03258379
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_08_200.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_08_200.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_08_200.jpg,0,0.3982857,0,0.5093091
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_08_312.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_08_312.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_08_312.jpg,0,0.7512903,0,1.384985
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_08_432.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_08_432.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_08_432.jpg,0,1,0,2.556524
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_08_534.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_08_534.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_08_534.jpg,0,1,0,3.964105
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_08_637.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_08_637.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_08_637.jpg,0,1,0,5.130563
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_08_753.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_08_753.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_08_753.jpg,0,1,0,6.514966
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_08_868.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_08_868.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_08_868.jpg,-0.3461238,1,0,7.626631
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_08_985.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_08_985.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_08_985.jpg,-0.6972933,1,0,8.868868
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_09_104.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_09_104.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_09_104.jpg,-0.3428989,1,0,10.21929
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_09_222.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_09_222.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_09_222.jpg,0,1,0,11.6273
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_09_340.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_09_340.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_09_340.jpg,0,1,0,12.93404
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_09_444.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_09_444.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_09_444.jpg,0,1,0,13.87617
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_09_561.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_09_561.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_09_561.jpg,0,1,0,15.15486
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_09_672.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_09_672.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_09_672.jpg,0,1,0,16.27265
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_09_790.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_09_790.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_09_790.jpg,0,1,0,17.51803
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_09_905.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_09_905.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_09_905.jpg,0,1,0,18.75185
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_10_016.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_10_016.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_10_016.jpg,0,1,0,19.97487
D:\Users\sanjayp\Desktop\Data\IMG\center_2021_02_02_11_21_10_130.jpg, D:\Users\sanjayp\Desktop\Data\IMG\left_2021_02_02_11_21_10_130.jpg, D:\Users\sanjayp\Desktop\Data\IMG\right_2021_02_02_11_21_10_130.jpg,-0.3418302,1,0,20.91679
